1,-0.444223,0
2,-0.443696,0.000526699
3,-0.44407,0.000482009
4,-0.444199,0.000364457
5,-0.44399,0.000351336
6,-0.444016,0.000288052
7,-0.443936,0.000256133
8,-0.443944,0.000221946
9,-0.443973,0.000197951
10,-0.444116,0.000227058
11,-0.44406,0.000212878
12,-0.444055,0.000194387
13,-0.444012,0.000183808
14,-0.443988,0.000171857
15,-0.444033,0.00016605
16,-0.444087,0.000164445
17,-0.444152,0.000167822
18,-0.444194,0.000163503
19,-0.444174,0.0001559
20,-0.444195,0.000149338
21,-0.444174,0.000143548
22,-0.444133,0.00014283
23,-0.444148,0.000137309
24,-0.444107,0.000137766
25,-0.444142,0.000136808
26,-0.444166,0.000133594
27,-0.44418,0.000129287
28,-0.444182,0.000124597
29,-0.444186,0.000120311
30,-0.44419,0.000116288
31,-0.444184,0.000112632
32,-0.44421,0.000112145
33,-0.444227,0.000110017
34,-0.444238,0.00010731
35,-0.444246,0.000104468
36,-0.444254,0.000101813
37,-0.444231,0.000101475
38,-0.444251,0.000100634
39,-0.444249,9.80356e-05
40,-0.44424,9.59561e-05
41,-0.444253,9.44962e-05
42,-0.444248,9.2354e-05
43,-0.444239,9.0621e-05
44,-0.444239,8.85381e-05
45,-0.444224,8.77796e-05
46,-0.444235,8.64652e-05
47,-0.44422,8.58442e-05
48,-0.444222,8.40543e-05
49,-0.444216,8.25344e-05
50,-0.444203,8.18877e-05
