34,0.57444,0.740644,-0.417276,0.0297581
34.5,0.683434,0.710632,-0.428086,0.0258307
35,0.631868,0.821426,-0.408324,0.0264106
35.5,0.575406,0.743651,-0.402167,0.0464343
36,0.687279,0.754677,-0.416992,0.0277223
36.5,0.66209,0.800323,-0.418212,0.0244368
37,0.657285,0.843765,-0.419987,0.031906
37.5,0.612064,0.819077,-0.421326,0.0275984
38,0.676779,0.685753,-0.4321,0.0138896
38.5,0.667823,0.620768,-0.430311,0.0248797
39,0.623571,0.74925,-0.421037,0.0226425
39.5,0.669082,0.852242,-0.403933,0.0448528
40,0.627862,0.85274,-0.42249,0.0287708
40.5,0.668942,0.826131,-0.41661,0.0257821
41,0.68913,0.555654,-0.419604,0.0301855
41.5,0.585064,0.672234,-0.414512,0.0261723
42,0.617831,0.860977,-0.420189,0.0343478
42.5,0.635285,0.719461,-0.416473,0.0229345
43,0.607997,0.710471,-0.421345,0.0189219
43.5,0.670493,0.858652,-0.428497,0.0115256
44,0.674356,0.881542,-0.4137,0.0254102
44.5,0.706564,0.72786,-0.423919,0.0279849
45,0.664094,0.640124,-0.424527,0.0194266
45.5,0.588233,0.785178,-0.426143,0.0297313
46,0.671483,0.73175,-0.42596,0.0204635
46.5,0.583949,0.80454,-0.434996,0.0206651
47,0.656326,0.764271,-0.439155,0.00854762
47.5,0.620129,0.674931,-0.422019,0.0196944
48,0.626965,0.835259,-0.43046,0.0133366
48.5,0.642608,0.847857,-0.42696,0.0308865
49,0.716838,0.801456,-0.430861,0.0241528
49.5,0.686513,0.846456,-0.433405,0.0141447
50,0.541718,0.859245,-0.442088,0.0169122
50.5,0.620973,0.853835,-0.424774,0.0196435
51,0.608639,0.811953,-0.43298,0.0172281
51.5,0.579392,0.853481,-0.442724,0.014873
52,0.648932,0.795023,-0.431416,0.0129367
52.5,0.588237,0.739859,-0.440828,0.0072718
53,0.676311,0.751736,-0.43012,0.02028
53.5,0.616464,0.79725,-0.431477,0.0120092
54,0.637138,0.631074,-0.43344,0.0184204
54.5,0.612645,0.757325,-0.444921,0.00720653
55,0.58856,0.766482,-0.432508,0.0151368
55.5,0.653935,0.822922,-0.428907,0.0121832
56,0.589982,0.701251,-0.417976,0.0115539
56.5,0.61589,0.800075,-0.41505,0.0257872
57,0.620985,0.776271,-0.435113,0.0115912
57.5,0.612175,0.768536,-0.444575,0.00664917
58,0.575086,0.710014,-0.4327,0.0152805
58.5,0.684314,0.720543,-0.438118,0.0241503
59,0.594325,0.833204,-0.439537,0.00761676
59.5,0.687948,0.832959,-0.430831,0.0176765
60,0.573073,0.712139,-0.427162,0.00855587
60.5,0.607117,0.782703,-0.426837,0.0162205
61,0.626161,0.819287,-0.439025,0.0235697
61.5,0.623716,0.876704,-0.431691,0.0145582
62,0.581178,0.706894,-0.434497,0.0136209
62.5,0.598728,0.756473,-0.418287,0.0173039
63,0.645402,0.822696,-0.434776,0.0102694
63.5,0.569264,0.790669,-0.44308,0.00759435
64,0.611115,0.770613,-0.430863,0.0160952
64.5,0.639734,0.846258,-0.441552,0.00987084
65,0.637822,0.870737,-0.440739,0.00238322
65.5,0.577868,0.809562,-0.410744,0.0270492
66,0.586174,0.785341,-0.416821,0.0205472
66.5,0.635169,0.771049,-0.439063,0.00642089
67,0.625849,0.8203,-0.426426,0.0266629
67.5,0.629217,0.798238,-0.449188,0.00694057
68,0.647921,0.810028,-0.422372,0.0269918
68.5,0.654826,0.766719,-0.445486,0.00887962
69,0.636883,0.834928,-0.450356,0.00440241
69.5,0.611097,0.791689,-0.436828,0.0129221
70,0.569962,0.797161,-0.444661,0.00355095
70.5,0.636151,0.808943,-0.437549,0.00899923
71,0.636234,0.798356,-0.43863,0.0078921
71.5,0.685294,0.780919,-0.436779,0.0104246
72,0.620344,0.764057,-0.438738,0.011831
72.5,0.613813,0.758451,-0.425435,0.0200181
73,0.646868,0.800506,-0.437465,0.00762207
73.5,0.592018,0.867131,-0.42711,0.0112625
74,0.64522,0.846971,-0.430623,0.0160531
74.5,0.627373,0.85761,-0.456256,0.00471249
75,0.574372,0.79883,-0.441068,0.0120239
75.5,0.606232,0.853003,-0.427282,0.0174792
76,0.597002,0.822938,-0.436553,0.00783702
76.5,0.668438,0.738709,-0.433747,0.014649
77,0.609206,0.810194,-0.433836,0.0161946
77.5,0.687211,0.862342,-0.43185,0.0102646
78,0.584458,0.858756,-0.426412,0.0143575
78.5,0.60678,0.817218,-0.421799,0.0185589
79,0.628152,0.822967,-0.431064,0.0124868
79.5,0.679696,0.776764,-0.431483,0.0118657
80,0.622267,0.772118,-0.432312,0.0104746
80.5,0.613352,0.771882,-0.435787,0.0115692
81,0.62718,0.760432,-0.441883,0.00221529
81.5,0.594115,0.779994,-0.441627,0.00315907
82,0.669278,0.811873,-0.437212,0.00954897
82.5,0.594412,0.799848,-0.446235,0.00518464
83,0.568667,0.772348,-0.429252,0.0145803
83.5,0.621805,0.74289,-0.440566,0.00925001
84,0.616106,0.787118,-0.444722,0.0055782
84.5,0.616106,0.787118,-0.453315,-nan
85,0.639117,0.734455,-0.443974,0.0106065
85.5,0.613834,0.812063,-0.431087,0.00815209
86,0.665955,0.760584,-0.43706,0.0122998
86.5,0.632338,0.792765,-0.451571,0.0135984
87,0.607784,0.788052,-0.435318,0.0158612
87.5,0.604815,0.770281,-0.448292,0.00536313
88,0.636319,0.757118,-0.436565,0.00663675
88.5,0.59952,0.767281,-0.435315,0.0167489
89,0.587162,0.81925,-0.436813,0.010044
89.5,0.644728,0.761189,-0.434511,0.0120671
90,0.615021,0.863885,-0.442576,0.00872726
90.5,0.604932,0.853151,-0.430521,0.00730359
91,0.636869,0.73435,-0.429587,0.00865005
91.5,0.62293,0.709618,-0.444053,0.0105244
92,0.641271,0.79182,-0.441281,0.00448814
92.5,0.655602,0.789421,-0.425091,0.0120358
93,0.60003,0.768679,-0.429979,0.0142668
93.5,0.60003,0.768679,-0.445678,2.58096e-08
94,0.609807,0.864897,-0.445489,0.00823952
94.5,0.629852,0.761715,-0.442769,0.00447327
95,0.635767,0.826211,-0.442076,0.00338522
95.5,0.638422,0.834825,-0.435896,0.00722602
96,0.622132,0.836656,-0.43693,0.0116084
96.5,0.591851,0.844172,-0.441911,0.00674885
97,0.661812,0.758779,-0.438465,0.00629235
97.5,0.656298,0.806189,-0.43166,0.00930914
98,0.577564,0.840517,-0.43841,4.5757e-05
98.5,0.588282,0.831216,-0.440134,0.00456148
99,0.656688,0.712742,-0.43127,0.0101439
99.5,0.656486,0.79443,-0.435142,0.0134617
100,0.612484,0.825714,-0.441581,0.0112335
100.5,0.660213,0.84013,-0.438996,0.00829895
101,0.699812,0.822363,-0.433417,0.00591217
101.5,0.633089,0.845048,-0.430534,0.0105087
102,0.621206,0.78573,-0.453071,0.00494766
102.5,0.650745,0.805932,-0.43924,0.0159273
103,0.649362,0.839744,-0.450256,0.00767986
103.5,0.670614,0.838524,-0.437502,0.00412139
104,0.636917,0.793978,-0.439768,0.0166386
104.5,0.643314,0.779131,-0.440343,0.00901965
105,0.633806,0.782902,-0.43261,0.0107868
105.5,0.623164,0.783988,-0.436615,0.00422319
106,0.59835,0.814483,-0.434203,0.0154752
106.5,0.628715,0.847713,-0.441528,0.0145042
107,0.639363,0.822828,-0.438543,0.00677193
107.5,0.651548,0.848465,-0.4409,0.00619709
108,0.603418,0.748751,-0.442899,0.00239888
108.5,0.674785,0.874983,-0.43495,0.00451105
109,0.616694,0.796691,-0.440765,0.00780384
109.5,0.610235,0.812175,-0.442232,0.00445143
110,0.670143,0.767787,-0.43198,0.00966193
110.5,0.579538,0.748479,-0.440852,0.00827935
111,0.620148,0.750511,-0.43514,0.00534456
111.5,0.618533,0.869281,-0.430466,0.0109196
112,0.605738,0.788144,-0.452063,0.0110247
112.5,0.621949,0.831354,-0.447883,0.0146087
113,0.585963,0.809228,-0.437083,0.00443959
113.5,0.593026,0.795171,-0.4443,0.00191621
114,0.632448,0.788755,-0.441984,0.00364874
114.5,0.624816,0.844064,-0.452772,0.00358542
115,0.626975,0.776978,-0.454344,0.000529372
115.5,0.6551,0.744249,-0.438897,0.00802539
116,0.632897,0.696243,-0.420982,0.0192909
116.5,0.666614,0.717543,-0.447232,0.00821383
117,0.605076,0.903588,-0.432303,0.0112235
117.5,0.634493,0.733247,-0.443325,0.0189856
118,0.653652,0.739608,-0.438148,0.00680738
118.5,0.63406,0.787987,-0.441955,0.00794255
119,0.640233,0.849739,-0.440959,0.00708379
119.5,0.632186,0.780102,-0.426893,0.0097985
120,0.603482,0.765627,-0.446246,0.00367729
120.5,0.605102,0.736949,-0.441484,0.00461727
121,0.627563,0.797643,-0.44586,0.00752971
121.5,0.585542,0.805386,-0.450547,0.00217196
122,0.613201,0.827908,-0.445126,0.00301855
122.5,0.597183,0.832246,-0.434605,0.00531766
123,0.603221,0.802927,-0.431744,0.0114635
123.5,0.633587,0.826322,-0.447624,0.00146143
124,0.684631,0.757712,-0.447663,0.00599013
124.5,0.659862,0.71955,-0.427037,0.00336042
125,0.558634,0.791928,-0.436089,0.0103565
125.5,0.610026,0.720452,-0.431445,0.00973918
126,0.56258,0.763519,-0.434054,0.00957349
126.5,0.608517,0.740045,-0.437685,0.00754851
127,0.619164,0.759337,-0.443175,0.00763501
127.5,0.608104,0.754445,-0.443426,0.00569075
128,0.621993,0.782459,-0.438913,0.000947454
128.5,0.617141,0.775663,-0.443889,0.00893718
129,0.66491,0.787709,-0.45279,0.00174184
129.5,0.590365,0.833022,-0.442094,0.0098919
130,0.603245,0.779701,-0.448299,0.00255962
130.5,0.613843,0.806024,-0.443741,0.00220105
131,0.629874,0.796933,-0.453009,0.00438629
131.5,0.671723,0.79843,-0.451963,0.00326877
132,0.66155,0.778471,-0.447847,0.00185919
132.5,0.615924,0.872623,-0.441408,0.00458385
133,0.59957,0.805738,-0.44119,0.00756575
133.5,0.599624,0.835462,-0.444541,0.00272463
134,0.604593,0.771905,-0.44332,0.00337411
134.5,0.635586,0.816349,-0.434566,0.00856704
135,0.67288,0.893658,-0.444026,0.00300826
135.5,0.587635,0.786692,-0.438641,0.0101055
136,0.631369,0.801418,-0.446068,0.00171276
136.5,0.637405,0.838364,-0.447718,0.00373505
137,0.587487,0.828363,-0.440238,0.00911685
137.5,0.587487,0.828363,-0.453007,3.72529e-08
138,0.63858,0.790871,-0.442059,0.00743242
138.5,0.669764,0.776412,-0.445601,0.00426333
139,0.664668,0.795296,-0.4401,0.00824814
139.5,0.628696,0.785952,-0.443906,0.00281423
140,0.605807,0.786285,-0.448709,0.00306399
140.5,0.623213,0.837381,-0.445471,0.00541175
141,0.617961,0.840086,-0.435942,0.00910809
141.5,0.650057,0.790095,-0.439453,0.00111676
142,0.634064,0.802584,-0.441689,0.00172447
142.5,0.598787,0.78849,-0.438769,0.00719545
143,0.628096,0.78684,-0.444018,0.00603648
143.5,0.660105,0.872464,-0.437638,0.00667298
144,0.578714,0.864527,-0.434186,0.00693757
144.5,0.642088,0.875795,-0.439707,0.00771412
145,0.683763,0.802482,-0.442066,0.00669207
145.5,0.604831,0.848199,-0.445198,0.00293536
146,0.626078,0.777372,-0.440999,0.00707954
146.5,0.626078,0.777372,-0.450548,2.47108e-08
147,0.610418,0.856989,-0.447594,0.00321987
147.5,0.643928,0.816849,-0.44185,0.00574027
148,0.612137,0.771078,-0.448893,0.000114275
148.5,0.637091,0.863695,-0.445288,0.00386343
149,0.604103,0.780062,-0.442502,0.00281853
149.5,0.604103,0.780062,-0.451964,3.72529e-08
150,0.629454,0.855883,-0.44288,0.00595212
150.5,0.680437,0.76641,-0.441445,0.00467508
151,0.622621,0.818432,-0.452874,0.00961594
151.5,0.569367,0.887322,-0.446156,0.0106827
152,0.65878,0.807219,-0.435111,0.0184943
152.5,0.608269,0.747942,-0.446255,0.00117313
153,0.658936,0.806081,-0.444404,0.00414186
153.5,0.579142,0.786454,-0.436636,0.00196769
154,0.617592,0.843009,-0.428073,0.00720553
154.5,0.619812,0.853008,-0.441126,0.00611223
155,0.590643,0.824957,-0.441184,0.00136092
155.5,0.641623,0.777222,-0.438262,0.00377908
156,0.620301,0.846563,-0.4448,0.00163828
156.5,0.637908,0.810903,-0.442712,0.00251938
157,0.637908,0.810903,-0.450137,2.73752e-08
157.5,0.654563,0.782128,-0.450389,0.0042108
158,0.573904,0.810929,-0.447292,0.0102149
158.5,0.580935,0.8416,-0.429095,0.00547832
159,0.606243,0.855144,-0.442654,0.00770539
159.5,0.64283,0.774317,-0.454466,0.00321112
160,0.627979,0.821422,-0.453468,0.00279902
160.5,0.600479,0.821632,-0.448095,0.00286003
161,0.618733,0.778122,-0.444203,0.0031568
161.5,0.649644,0.751972,-0.438145,0.00511646
162,0.591606,0.766598,-0.443059,0.00238552
162.5,0.596283,0.799347,-0.440605,0.0072364
163,0.663973,0.748387,-0.441026,0.00563703
163.5,0.654985,0.761189,-0.413471,0.00645064
164,0.605344,0.825576,-0.433539,0.00421192
164.5,0.663578,0.85772,-0.437506,0.00702429
165,0.606366,0.771149,-0.440687,0.00474755
165.5,0.606366,0.771149,-0.446524,-nan
166,0.625558,0.867593,-0.439982,0.012316
166.5,0.605321,0.872174,-0.44131,0.0120808
167,0.599722,0.775161,-0.43596,0.00379137
167.5,0.629168,0.817563,-0.448475,0.00730766
168,0.636279,0.806863,-0.460075,0.000662198
168.5,0.636279,0.806863,-0.460411,-nan
169,0.623307,0.755442,-0.453446,0.00965881
169.5,0.62026,0.792812,-0.446897,0.00079504
170,0.643846,0.838447,-0.432446,0.00601547
170.5,0.635386,0.790924,-0.441302,0.00696891
171,0.635386,0.790924,-0.444602,4.56253e-08
171.5,0.633163,0.817284,-0.455975,0.00695872
172,0.637814,0.816944,-0.460012,0.000196891
172.5,0.637814,0.816944,-0.4605,-nan
173,0.637814,0.816944,-0.4605,-nan
173.5,0.601564,0.806738,-0.448607,0.00780864
174,0.624141,0.789776,-0.445038,0.00158632
174.5,0.620525,0.807686,-0.452102,0.00239373
175,0.619232,0.804689,-0.449941,0.00212552
175.5,0.659543,0.834796,-0.451271,0.0019556
176,0.659543,0.834796,-0.452552,-nan
176.5,0.602383,0.781795,-0.446928,0.00795324
177,0.575149,0.810149,-0.441053,0.000699829
177.5,0.651744,0.818781,-0.43671,0.00106881
178,0.60043,0.729139,-0.442202,0.00372332
178.5,0.60962,0.797799,-0.44367,0.00315206
179,0.662322,0.867219,-0.4439,0.00457484
179.5,0.591709,0.777877,-0.44307,0.00982588
180,0.617269,0.76884,-0.437188,0.00594974
180.5,0.599707,0.783844,-0.442696,0.0035113
181,0.572046,0.753278,-0.435846,0.00666097
181.5,0.624991,0.814193,-0.439084,0.012765
182,0.624991,0.814193,-0.463489,2.9333e-08
182.5,0.624991,0.814193,-0.463489,2.9333e-08
183,0.624991,0.814193,-0.463489,2.9333e-08
183.5,0.624991,0.814193,-0.463489,2.9333e-08
184,0.624991,0.814193,-0.463489,2.9333e-08
184.5,0.624991,0.814193,-0.463489,2.9333e-08
185,0.624991,0.814193,-0.463489,2.9333e-08
185.5,0.624991,0.814193,-0.463489,2.9333e-08
186,0.624991,0.814193,-0.463489,2.9333e-08
186.5,0.624991,0.814193,-0.463489,2.9333e-08
187,0.624991,0.814193,-0.463489,2.9333e-08
187.5,0.606271,0.845368,-0.459994,0.00322592
188,0.652493,0.783117,-0.456518,0.00261869
188.5,0.589683,0.788002,-0.439122,0.00541898
189,0.62235,0.822731,-0.444693,0.00261773
189.5,0.669264,0.826246,-0.441832,0.00532463
190,0.611257,0.884515,-0.431904,0.0104493
190.5,0.624659,0.751702,-0.432137,0.00364336
191,0.615529,0.800286,-0.435927,0.00580985
191.5,0.640064,0.770982,-0.437847,0.00682943
192,0.659914,0.808743,-0.44029,0.00632891
192.5,0.590433,0.781772,-0.43571,0.00118509
193,0.622405,0.832704,-0.451758,0.00561261
193.5,0.622405,0.832704,-0.456829,-nan
194,0.622405,0.832704,-0.456829,-nan
194.5,0.615618,0.792096,-0.452309,0.00182335
195,0.580048,0.83426,-0.44552,0.00545363
195.5,0.6829,0.779403,-0.441448,0.00115362
196,0.60717,0.848231,-0.447593,0.00504296
196.5,0.606042,0.854214,-0.438922,0.00611052
197,0.623471,0.824938,-0.443443,0.00876381
197.5,0.623471,0.824938,-0.464288,-nan
198,0.623471,0.824938,-0.464288,-nan
198.5,0.623471,0.824938,-0.464288,-nan
199,0.623471,0.824938,-0.464288,-nan
199.5,0.571725,0.815804,-0.460191,0.0118369
200,0.616452,0.807541,-0.435441,0.0171716
