0.2,-1,7.99824e-08,7.99976e-06,7.99976e-06,1,5.33694e-08,250,2.58677e-05
0.5,-0.974036,0.000263206,0.329516,0.00229375,-0.0117406,0.0189599,78.8662,0.2483
0.6,-0.935158,0.000272198,0.422896,0.00118856,-0.0116381,0.00922178,44.2483,0.202705
0.7,-0.892124,0.00021138,0.43374,0.00166729,0.00200125,0.00474603,24.7396,0.13533
0.8,-0.848037,0.000182186,0.440016,0.00125988,-0.00604095,0.00187622,15.1069,0.0696084
0.9,-0.804403,0.000158896,0.435842,0.000739991,-9.33333e-07,0.00163132,10.2278,0.0358674
1,-0.761473,0.000140855,0.419221,0.000514881,0.00243863,0.00127131,7.38147,0.018842
1.1,-0.720629,0.000146317,0.396519,0.000466592,0.000545293,0.0011934,5.60258,0.0136226
1.2,-0.682269,0.000120408,0.371236,0.000457346,-0.00127851,0.000780096,4.4216,0.0101673
1.3,-0.646418,0.000133905,0.344607,0.000371747,-0.000238987,0.000603863,3.56795,0.00818352
1.4,-0.613495,0.000132537,0.317532,0.000311604,-9.748e-05,0.000559828,2.98019,0.00482143
1.5,-0.582764,0.000119029,0.293761,0.000212184,-0.000288307,0.000439972,2.52247,0.00321806
1.6,-0.554655,0.000127289,0.270263,0.000292314,-8.85333e-06,0.000461313,2.17821,0.00349713
1.7,-0.5286,0.000110187,0.249215,0.000234253,5.728e-05,0.000304278,1.90568,0.00288459
1.8,-0.504631,0.000111143,0.230006,0.000173063,-3.116e-05,0.000391226,1.6904,0.00199386
1.9,-0.482701,9.30975e-05,0.212625,0.000123499,0.000260973,0.000269398,1.51085,0.00185555
2,-0.462057,6.0914e-05,0.196663,0.00015886,-9.884e-05,0.000368468,1.35855,0.00131783
