0.999973,5.5199e-05,1.00002,5.90727e-05,0.999998,4.85815e-06
0.999978,5.48058e-05,1.00003,5.85664e-05,0.999999,4.81648e-06
0.999971,5.45942e-05,1.00002,5.8009e-05,1,4.87615e-06
0.999968,5.407e-05,1.00002,5.73959e-05,0.999999,4.82639e-06
0.999956,5.4796e-05,1.00003,5.68553e-05,1,4.80198e-06
0.999957,5.41963e-05,1.00003,5.62521e-05,1,4.76765e-06
0.99997,5.50665e-05,1.00003,5.57685e-05,1,4.72026e-06
0.999968,5.44806e-05,1.00003,5.51545e-05,0.999999,4.69352e-06
0.999968,5.38789e-05,1.00002,5.4722e-05,0.999999,4.64306e-06
0.999968,5.3291e-05,1.00001,5.5294e-05,0.999998,4.74913e-06
0.999977,5.34178e-05,1.00001,5.48247e-05,0.999998,4.69781e-06
0.999976,5.28594e-05,1.00001,5.42416e-05,0.999998,4.65895e-06
0.999978,5.23789e-05,1,5.42472e-05,0.999998,4.61123e-06
0.99998,5.18446e-05,1,5.36813e-05,0.999999,4.64476e-06
0.999985,5.15787e-05,1.00001,5.43985e-05,0.999999,4.60317e-06
0.999983,5.10758e-05,1.00001,5.4187e-05,0.999999,4.55817e-06
0.999985,5.05848e-05,1,5.36992e-05,0.999999,4.51613e-06
0.999983,5.01017e-05,1.00001,5.32333e-05,0.999999,4.47784e-06
