0.99971,0,0.999654,0,0.99999,0
1.00014,0.000427771,1.00009,0.000436819,1.00002,3.30654e-05
1.00009,0.000252254,0.999965,0.000281978,1.00002,2.05333e-05
1.00024,0.000237328,0.99977,0.000278855,1.00001,1.48816e-05
1.00027,0.000185326,0.999792,0.000217131,1.00001,1.20691e-05
1.00014,0.000194535,0.99981,0.000178232,1.00001,1.05835e-05
1.00008,0.000176758,0.999684,0.000196767,1,8.99621e-06
0.999967,0.000189699,0.999732,0.000177117,0.999996,1.12127e-05
0.999984,0.000168075,0.99977,0.000160654,0.999986,1.42402e-05
0.999975,0.000150555,0.999785,0.000144475,0.999996,1.60754e-05
1.00007,0.000166691,0.999748,0.000135706,1,1.66427e-05
1.00006,0.000152901,0.999848,0.000159044,1,1.52451e-05
1.0001,0.000146287,0.999906,0.000157476,0.999999,1.45023e-05
1.00013,0.000138893,0.999983,0.000164712,1,1.34728e-05
1.00015,0.000130607,0.999951,0.000156644,1.00001,1.37923e-05
1.00012,0.000125953,0.999991,0.000151922,1.00001,1.29029e-05
1.00005,0.000133334,0.999947,0.000149279,1.00001,1.21303e-05
1.00007,0.000126739,0.999914,0.00014447,1.00001,1.17289e-05
1.00006,0.000120311,0.999957,0.000143177,1.00001,1.11445e-05
1.00009,0.000117539,0.999919,0.000141025,1.00001,1.05778e-05
1.00009,0.000111871,0.999943,0.000136297,1,1.07535e-05
1.00009,0.000106682,0.999932,0.000130403,1,1.02898e-05
1.00007,0.000103652,0.999916,0.000125708,1.00001,9.97178e-06
1.00003,0.000105991,0.999927,0.000120857,1,9.77505e-06
1.00001,0.000105674,0.999928,0.000115924,1,9.41501e-06
0.999991,0.000102455,0.999926,0.000111385,1,9.07931e-06
0.999998,9.87834e-05,0.999944,0.000108575,1,8.74323e-06
0.999967,9.98736e-05,0.999943,0.000104626,1,8.45834e-06
0.999968,9.6372e-05,0.999974,0.000105629,1,8.16831e-06
0.999957,9.37506e-05,0.999978,0.000102102,1,7.91878e-06
0.999962,9.08202e-05,0.99999,9.94641e-05,1,7.83263e-06
0.999959,8.80083e-05,1.00001,9.92806e-05,1,7.5859e-06
0.999933,8.90829e-05,0.999977,0.000102827,1,7.3716e-06
0.999924,8.68818e-05,0.99999,0.000100603,1,7.25127e-06
0.999927,8.44284e-05,0.99996,0.000102296,1,7.29724e-06
0.999922,8.22516e-05,0.999965,9.95152e-05,1,7.5148e-06
0.999913,8.04887e-05,0.999976,9.75068e-05,1,7.32723e-06
0.999899,7.95271e-05,0.999982,9.50514e-05,1,7.18342e-06
0.999913,7.86958e-05,0.99997,9.32645e-05,1,7.00258e-06
0.999906,7.70092e-05,0.999956,9.19855e-05,1,6.8487e-06
0.999895,7.59448e-05,0.999956,8.97141e-05,0.999999,6.70839e-06
0.999876,7.65901e-05,0.99998,9.07051e-05,0.999999,6.54682e-06
0.999879,7.48832e-05,0.999973,8.88647e-05,0.999997,6.69145e-06
0.999871,7.35879e-05,0.999979,8.69993e-05,0.999999,6.69127e-06
0.999889,7.39486e-05,0.999988,8.55399e-05,0.999998,6.5778e-06
0.999904,7.40345e-05,0.999996,8.40352e-05,0.999999,6.5198e-06
0.99991,7.26776e-05,1.00001,8.33837e-05,0.999998,6.47069e-06
0.999924,7.24734e-05,1.00002,8.26771e-05,0.999998,6.34863e-06
0.99994,7.26344e-05,1.00001,8.18858e-05,0.999999,6.45528e-06
0.99994,7.11672e-05,1.00002,8.09359e-05,0.999999,6.32539e-06
0.999948,7.02772e-05,1.00003,7.94732e-05,0.999999,6.25112e-06
0.999932,7.08757e-05,1.00003,7.79732e-05,0.999998,6.18935e-06
0.99993,6.95469e-05,1.00003,7.64961e-05,0.999998,6.08502e-06
0.999936,6.85468e-05,1.00002,7.52474e-05,0.999998,5.97325e-06
0.99993,6.75653e-05,1.00004,7.50434e-05,0.999998,5.90114e-06
0.999937,6.66714e-05,1.00003,7.38007e-05,0.999997,5.80387e-06
0.999944,6.58501e-05,1.00002,7.41115e-05,0.999998,5.7025e-06
0.999948,6.4835e-05,1.00002,7.29245e-05,0.999998,5.60333e-06
0.999958,6.46056e-05,1.00003,7.19531e-05,0.999998,5.51217e-06
0.999957,6.353e-05,1.00002,7.13376e-05,0.999999,5.51969e-06
0.999954,6.25627e-05,1.00002,7.0233e-05,1,5.624e-06
0.99995,6.17011e-05,1.00002,6.92825e-05,1,5.59441e-06
0.999955,6.09111e-05,1.00002,6.82855e-05,1,5.54053e-06
0.999972,6.23995e-05,1.00002,6.74612e-05,1,5.58033e-06
0.99997,6.14682e-05,1.00002,6.66039e-05,1,5.49521e-06
0.999961,6.10945e-05,1.00003,6.67524e-05,1,5.44321e-06
0.999968,6.05016e-05,1.00003,6.59505e-05,1,5.51818e-06
0.999965,5.9683e-05,1.00002,6.49922e-05,1,5.47813e-06
0.99997,5.90168e-05,1.00001,6.49112e-05,1,5.44137e-06
0.999969,5.81704e-05,1,6.48456e-05,1,5.41146e-06
0.999958,5.83832e-05,1,6.39321e-05,1,5.47022e-06
0.999961,5.76303e-05,1,6.30537e-05,1,5.3964e-06
0.999953,5.74368e-05,1,6.23304e-05,1,5.335e-06
0.99995,5.67248e-05,1.00001,6.17437e-05,1,5.27222e-06
0.999935,5.77557e-05,1.00003,6.38928e-05,1,5.20291e-06
0.99994,5.71742e-05,1.00003,6.32045e-05,1,5.1495e-06
0.999948,5.69609e-05,1.00002,6.32066e-05,1,5.09563e-06
0.999954,5.65193e-05,1.00002,6.24416e-05,0.999999,5.09119e-06
0.999953,5.57999e-05,1.00002,6.18595e-05,0.999999,5.03119e-06
0.999964,5.60928e-05,1.00002,6.10837e-05,0.999999,4.97463e-06
0.999959,5.55972e-05,1.00002,6.05002e-05,0.999999,4.91447e-06
0.999963,5.50917e-05,1.00002,5.97914e-05,0.999999,4.90435e-06
