1,1.41328,1.41328,0
2,1.41338,1.41333,3.32147e-05
3,1.4134,1.41335,2.84702e-05
4,1.41337,1.41336,2.17286e-05
5,1.41336,1.41336,1.73879e-05
6,1.41327,1.41334,1.93003e-05
7,1.41334,1.41334,1.65432e-05
8,1.4133,1.41334,1.54309e-05
9,1.41338,1.41334,1.42451e-05
10,1.41341,1.41335,1.45098e-05
11,1.41342,1.41336,1.4659e-05
12,1.41337,1.41336,1.3471e-05
13,1.41338,1.41336,1.25167e-05
14,1.41336,1.41336,1.16227e-05
15,1.41338,1.41336,1.09003e-05
16,1.4133,1.41336,1.08781e-05
17,1.41336,1.41336,1.02425e-05
18,1.41332,1.41335,9.83535e-06
19,1.41342,1.41336,9.83463e-06
20,1.41341,1.41336,9.68153e-06
21,1.41347,1.41337,1.05151e-05
22,1.41333,1.41336,1.0156e-05
23,1.41336,1.41336,9.71613e-06
24,1.41339,1.41336,9.35762e-06
25,1.41346,1.41337,9.71274e-06
26,1.4134,1.41337,9.42291e-06
27,1.41329,1.41337,9.5123e-06
28,1.41342,1.41337,9.36575e-06
29,1.41329,1.41337,9.4269e-06
30,1.41336,1.41337,9.11885e-06
