1,0.96157,0.96157,0
2,0.962158,0.961864,0.000207804
3,0.96094,0.961556,0.000287021
4,0.962166,0.961709,0.000252547
5,0.962204,0.961808,0.000220628
6,0.961675,0.961786,0.000184965
7,0.961823,0.961791,0.000158619
8,0.960739,0.961659,0.000185466
9,0.960771,0.961561,0.000189296
10,0.962901,0.961695,0.000212599
11,0.961979,0.961721,0.00019484
12,0.962045,0.961748,0.000180465
13,0.962081,0.961773,0.000168399
14,0.962149,0.9618,0.000158496
15,0.961174,0.961759,0.000153325
16,0.962468,0.961803,0.000150018
17,0.962284,0.961831,0.00014384
18,0.963436,0.96192,0.000161127
19,0.962647,0.961959,0.000157122
20,0.961763,0.961949,0.000149571
21,0.962261,0.961964,0.000143184
22,0.961693,0.961951,0.000137205
23,0.961953,0.961951,0.000131239
24,0.961759,0.961943,0.000126015
25,0.963017,0.961986,0.000128078
26,0.962964,0.962024,0.000128554
27,0.962095,0.962027,0.000123819
28,0.962669,0.962049,0.000121502
29,0.962704,0.962072,0.000119392
30,0.962005,0.96207,0.000115433
