1,1.63877,1.63877,0
2,1.64229,1.64053,0.00124397
3,1.64886,1.64331,0.00241516
4,1.63455,1.64112,0.00262283
5,1.63341,1.63958,0.00251017
6,1.63489,1.6388,0.00220978
7,1.64494,1.63967,0.00206107
8,1.63424,1.63899,0.00191225
9,1.64509,1.63967,0.00181567
10,1.64518,1.64022,0.0017157
11,1.64875,1.641,0.0017261
12,1.64,1.64091,0.00158425
13,1.64754,1.64142,0.00154216
14,1.64466,1.64165,0.00144917
15,1.63064,1.64092,0.00152726
16,1.63181,1.64035,0.0015344
17,1.64448,1.64059,0.00146327
18,1.63667,1.64038,0.00139809
19,1.63035,1.63985,0.00142059
20,1.64287,1.64,0.00135756
21,1.64144,1.64007,0.00129464
22,1.63637,1.6399,0.00124664
23,1.64464,1.64011,0.00120939
24,1.63684,1.63997,0.00116664
25,1.6408,1.64,0.00112045
26,1.63668,1.63988,0.00108461
27,1.64417,1.64004,0.00105604
28,1.63947,1.64001,0.00101852
29,1.63915,1.63998,0.00098384
30,1.64592,1.64018,0.000970751
