1,-5.4578,-5.4578,0
2,-5.45754,-5.45767,9.11614e-05
3,-5.45772,-5.45769,6.19495e-05
4,-5.45807,-5.45778,9.56964e-05
5,-5.4576,-5.45775,8.30462e-05
6,-5.45771,-5.45774,6.94083e-05
7,-5.45785,-5.45776,6.13502e-05
8,-5.45798,-5.45778,5.95468e-05
9,-5.45801,-5.45781,5.80692e-05
10,-5.45811,-5.45784,5.93094e-05
11,-5.45794,-5.45785,5.45974e-05
12,-5.45776,-5.45784,5.05738e-05
13,-5.45797,-5.45785,4.77074e-05
14,-5.45801,-5.45786,4.55842e-05
15,-5.45769,-5.45785,4.39657e-05
16,-5.45773,-5.45784,4.1855e-05
17,-5.45758,-5.45783,4.20792e-05
18,-5.45787,-5.45783,3.98043e-05
19,-5.45753,-5.45781,4.0702e-05
20,-5.45757,-5.4578,4.04185e-05
21,-5.45805,-5.45781,4.02085e-05
22,-5.45814,-5.45783,4.09978e-05
23,-5.45777,-5.45783,3.92911e-05
24,-5.45766,-5.45782,3.82542e-05
25,-5.45799,-5.45783,3.73403e-05
26,-5.45804,-5.45784,3.67824e-05
27,-5.45785,-5.45784,3.54257e-05
28,-5.45824,-5.45785,3.69713e-05
29,-5.45788,-5.45785,3.57083e-05
30,-5.4582,-5.45786,3.63588e-05
